npsn,nama,jenjang,status,kabupaten,kecamatan,alamat_jalan,dusun,kode_pos,telepon,email,website,akreditasi,jml_siswa,jml_siswa_l,jml_siswa_p,jml_rombel
20534120,SMAN 5 MADIUN,SMA,NEGERI,Kota Madiun,Kec. Taman,JL. MASTRIP 29 MADIUN,MOJOREJO,63139,454169,sman5madiun@gmail.com,http://sman5madiun.sch.id,A,1007,404,603,29
20514350,SMAN 1 KADEMANGAN,SMA,NEGERI,Kab. Blitar,Kec. Kademangan,JL. KRESNA 29,KADEMANGAN,66161,0342804485,smankademangan@yahoo.co.id,http://sman1kademanganblitar.sch.id/,A,1006,395,611,30
20534119,SMAN 6 MADIUN,SMA,NEGERI,Kota Madiun,Kec. Taman,JL. SUHUD NOSINGO 1,-,63132,0351453448,sman6madiun@gmail.com,http://www.sma6madiun.sch.id,A,1005,393,612,28
20525601,SMAN DARUSSHOLAH SINGOJURUH,SMA,NEGERI,Kab. Banyuwangi,Kec. Singojuruh,Jl. Aruji Karta Winata No. 39,Gumirih,68464,0333635381,smandarussholah@ymail.com,http://smandarussholah.sch.id,A,1003,432,571,29
20525587,SMAN 1 TEGALDLIMO,SMA,NEGERI,Kab. Banyuwangi,Kec. Tegaldlimo,JL. WIJAYA KUSUMA NO.1,RINGIN ANOM,68484,03335980275,tu_smanteg@yahoo.co.id,http://www.sman1tegaldlimo.sch.id,A,1003,371,632,29
20528662,SMAN 1 SAMPANG,SMA,NEGERI,Kab. Sampang,Kec. Sampang,JLN. JAKSA AGUNG SUPRAPTO  73,Barisan,69213,321508,smansasampang1@gmail.com,https://smansampang1.sch.id/,A,1003,424,579,28
20508544,SMP NEGERI 1 NGAWI,SMP,NEGERI,Kab. Ngawi,Kec. Ngawi,Jl. Ronggowarsito No. 1 Ngawi,Ketanggi,63211,0351749142,smpn1ngawijatim@gmail.com,http://www.smpn1ngawi.sch.id,A,1001,457,544,30
20508472,SMAN 1 JOGOROGO,SMA,NEGERI,Kab. Ngawi,Kec. Jogorogo,JL. RAYA JOGOROGO - NGAWI,GENGGONG,63262,0351730357,sman1jogorogo@yahoo.com,http://smanegeri1jogorogo.sch.id,A,1001,378,623,29
20531224,SMK NEGERI 1 BANGKALAN,SMK,NEGERI,Kab. Bangkalan,Kec. Bangkalan,JL. KENANGA 4 BANGKALAN,-,69116,0313095054,smkn1bangkalan@gmail.com,http://smkn1bangkalan.sch.id,B,999,671,328,38
20508501,SMP NEGERI 2 NGAWI,SMP,NEGERI,Kab. Ngawi,Kec. Ngawi,Jl. Jaksa Agung Suprapto No. 7 Ngawi,Cabean Kidul,63211,0351749136,smpn2.ngw@gmail.com,http://www.smpn2ngawi.sch.id,A,999,478,521,29
20519303,SMA NEGERI 1 BANGIL,SMA,NEGERI,Kab. Pasuruan,Kec. Bangil,JL. BADER NO. 3 KALIREJO BANGIL,KALIREJO,67153,741873,smanegeri1bangil@gmail.com,http://www.sman1bangil.sch.id,A,999,394,605,28
20503475,SMP NEGERI 3 PETERONGAN,SMP,NEGERI,Kab. Jombang,Kec. Peterongan,Ponpes Darul Ulum Peterongan Jombang,Rejoso,61481,6285607076173,smpn3.ppdu@gmail.com,http://smpn3peteronganppdu.sch.id/,A,998,414,584,32
20519170,SMPN 2 BANGIL,SMP,NEGERI,Kab. Pasuruan,Kec. Bangil,JL.BADER NO.2,Kalirejo,67153,0343741977,sempbada@gmail.com,http://www.smpn2bangil.sch.id,A,998,549,449,30
20532692,SMKS TEKNIK PAL SURABAYA,SMK,SWASTA,Kota Surabaya,Kec. Pabean Cantian,JL. UJUNG SURABAYA,Ujung Surabaya,60156,0313286812,smk_teknikpal@yahoo.com,http://smkteknikpal.sch.id,A,998,930,68,28
20532247,SMAN 4 SURABAYA,SMA,NEGERI,Kota Surabaya,Kec. Tambaksari,JL. Mayjen Prof. DR. Moestopo No. 04,Gubeng Masjid,60131,0315015455,tetrasmasby@gmail.com,http://sman4sby.sch.id,A,998,407,591,29
20501745,SMP NEGERI 3 WARU,SMP,NEGERI,Kab. Sidoarjo,Kec. Waru,Jl. Jend. S. Parman No. 30,WARU,61256,0318531398,smpn3waru@yahoo.com,http://smpn3warusda.sch.id/,A,997,498,499,28
20532559,SMP NEGERI 2 SURABAYA,SMP,NEGERI,Kota Surabaya,Kec. Krembangan,Jl. Kepanjen 1 Surabaya,Krembangan Selatan,60175,0313522836,smpnegeri2surabaya@gmail.com,http://spendasby.weebly.com,A,996,474,522,31
20532554,SMP NEGERI 16 SURABAYA,SMP,NEGERI,Kota Surabaya,Kec. Karang Pilang,Jl. Mastrip Bogangin GG.I,Kedurus,60223,0317662387,smpn_16@yahoo.co.id,http://smpn16sby.sch.id/,A,995,479,516,32
20540294,SMA DARUL ULUM 2 UNGGULAN BPPT,SMA,SWASTA,Kab. Jombang,Kec. Peterongan,Pondok Pesantren Darul Ulum Rejoso Peterongan Jombang,Pesantren,61481,865265,smadu2@yahoo.com,http://smulandu2-jbg.sch.id,A,994,415,579,30
20503408,SMA NEGERI MOJOAGUNG,SMA,NEGERI,Kab. Jombang,Kec. Mojoagung,JL. JANTI NO.18  MOJOAGUNG,-,61482,0321495408,smun1mojoagung@yahoo.com,http://www.smanmojoagung.sch.id,A,993,373,620,28
20511847,UPTD SMPN 2 Grogol,SMP,NEGERI,Kab. Kediri,Kec. Grogol,Jalan Raya Gringging 199,Sonorejo,64151,0354773468,smpn2grogol_spadagro@yahoo.co.id,http://www.smpn2grogol.sch.id,A,993,537,456,30
69900100,SMA MUHAMMADIYAH 10,SMA,SWASTA,Kota Surabaya,Kec. Genteng,Jl. Genteng Muhammadiyah No 45,genteng,60275,5352707,smamuh10sby@gmail.com,http://smaprestasi.sch.id,A,993,549,444,28
20531213,UPTD SMP NEGERI 2 BANGKALAN,SMP,NEGERI,Kab. Bangkalan,Kec. Bangkalan,Jl. KH. Hasyim Asyari No 20,Pangeranan,69115,0313095059,smpn_2bangkalanl@yahoo.com,http://www.uptdsmpn2bangkalan.sch.id,A,992,498,494,30
20511955,SMA NEGERI 1 NGADILUWIH KABUPATEN KEDIRI ,SMA,NEGERI,Kab. Kediri,Kec. Ngadiluwih,JL. PUSKESMAS BRANGGAHAN NGADILUWIH,BUDIMULYO,64171,0354477494,sman1ngadiluwih@yahoo.co.id,http://sma1ngadiluwih.sch.id,A,992,422,570,29
20563907,SMKN 1 TROWULAN,SMK,NEGERI,Kab. Mojokerto,Kec. Trowulan,JLN. MAWAR 1,Trowulan,61362,03214890348,smkn1trowulan@yahoo.com,http://smkn1trowulan.sch.id/,A,992,600,392,31
20523851,UNIT PELAKSANA TEKNIS DAERAH (UPTD) SATUAN PENDIDIKAN SMPN 1 JEMBER,SMP,NEGERI,Kab. Jember,Kec. Kaliwates,Jl. Dewi Sartika 1 Jember,Kepatihan,68137,0331486988,infosmpn1jember@gmail.com,http://www.smpnegeri1jember.sch.id,A,991,505,486,30
20503509,SMP NEGERI 1 JOMBANG,SMP,NEGERI,Kab. Jombang,Kec. Jombang,Jl. Bupati R. Soedirman No. 63 ,SENGON,61418,0321861664,smpnsatu.jombang@gmail.com,http://www.smpn1jombang.sch.id,A,991,470,521,31
20534769,UPT SMP NEGERI 1,SMP,NEGERI,Kota Mojokerto,Kec. Magersari,Jl. Gajah Mada No. 143,Balongsari,61314,0321322614,smpn1_mojokerto@yahoo.com,http://www.smpn1mojokerto.sch.id,A,991,481,510,31
20500488,UPT SMP NEGERI 18 GRESIK,SMP,NEGERI,Kab. Gresik,Kec. Menganti,Desa Domas RT 8 RW 03 Kecamatan Menganti Kab.Gresik,DOMAS,61174,0317990381,smpnmenganti1@gmail.com,http://uptsmpn18gresik.sch.id,A,989,516,473,30
20511843,UPTD SMPN 2 Ngadiluwih,SMP,NEGERI,Kab. Kediri,Kec. Ngadiluwih,Jalan Raya Desa Mangunrejo,MUNENGAN,64171,0354478437,smpn2ngadiluwih@yahoo.com,http://www.smpn2ngadiluwih.sch.id,A,989,521,468,30
20517496,SMP NEGERI 2 SUMBERPUCUNG,SMP,NEGERI,Kab. Malang,Kec. Sumberpucung,JL. TGP NO. 09 SUMBERPUCUNG RT. 1 RW. 1,SUMBERPUCUNG,65166,0341385280,SMP2TGP@GMAIL.COM,http://smpn2sumberpucung.sch.id,A,989,449,540,31
70002481,SMP AL MAAHIRA IIBS MALANG,SMP,SWASTA,Kab. Malang,Kec. Karangploso,Perumahan Tirtasani Royal Resort Kepuharjo,Kepuharjo,65152,081381301310,almaahiraiibs@gmail.com,http://https://al-maahiraiibs.sch.id,A,989,120,869,32
20515531,SMP NEGERI 1 KARANGREJO,SMP,NEGERI,Kab. Tulungagung,Kec. Karangrejo,Jl. Raya Karangrejo No.34,Sembon,66253,03557621107,smpnsatukarangrejo@gmail.com,http://,A,989,540,449,30
20536277,SMKN 3 PROBOLINGGO,SMK,NEGERI,Kota Probolinggo,Kec. Kanigaran,JL. PAHLAWAN NO. 26A,-,67214,0335421564,smkn3.probolinggo@yahoo.co.id,http://www.smkn3pbl.sch.id,A,989,199,790,30
20532577,SMP NEGERI 35 SURABAYA,SMP,NEGERI,Kota Surabaya,Kec. Rungkut,Rungkut Asri 22,Rungkut Kidul,60293,0318710722,smpn_35surabaya@yahoo.com,http://smpn35surabaya.blogspot.com,A,989,489,500,32
20521711,SMAN 2 BONDOWOSO,SMA,NEGERI,Kab. Bondowoso,Kec. Bondowoso,JL. LETJ. SUPRAPTO NO. 153,-,68211,0332421822,sman2bondowoso@yahoo.co.id,http://sman2bondowoso.sch.id,A,988,458,530,28
20519193,SMPN 1 PURWOSARI,SMP,NEGERI,Kab. Pasuruan,Kec. Purwosari,Purwosari,DONOREJO,67162,611030,smpn1purwosaripas@gmail.com,http://https://smpn1purwosari.com,A,988,470,518,30
20523815,SMAS BIMA AMBULU,SMA,SWASTA,Kab. Jember,Kec. Ambulu,JL. Pendidikan No. 11 Ambulu,AMBULU,68172,0336881415,bimasekolah@gmail.com,http://www.smabimaambulu.sch.id,A,987,493,494,29
20507733,SMAN 1 MEJAYAN,SMA,NEGERI,Kab. Madiun,Kec. Mejayan,JL P SUDIRMAN NO 82 ,-,63154,085792788307,sman1mjyn@gmail.com,http://www.sman1mejayan.sch.id,A,987,345,642,27
20532543,SMP NEGERI 26 SURABAYA,SMP,NEGERI,Kota Surabaya,Kec. Tandes,Jl. Raya Banjarsugihan No. 21,BANJARSUGIHAN,60185,0317405214,smpnegeri26surabaya@gmail.com,http://www.smpn26sby.sch.id,A,987,491,496,30
20540101,SMKS PENERBANGAN DHARMA WIRAWAN SDOARJO,SMK,SWASTA,Kab. Sidoarjo,Kec. Sedati,JL. ABDUL RACHMAN  NO.49,-,61253,0318665352,smk.penerbangan@yahoo.co.id,http://www.smkspenerbangan-sda.net,A,986,812,174,26
20537274,SMP NEGERI 1 NGANTRU,SMP,NEGERI,Kab. Tulungagung,Kec. Ngantru,Jln. Raya Ngantru 142,NGANTRU,66252,082333848008,smp.sangata@gmail.com,http://www.smpn1ngantru.sch.id/,A,986,516,470,30
70030698,SMP NEGERI 9 KOTA KEDIRI,SMP,NEGERI,Kota Kediri,Kec. Pesantren,"JLN. PALANG MERAH, KEL TINALAN, KEC. PESANTREN KOTA KEDIRI JAWA TIMUR",TINALAN,64132,03542899759,smpn9kotakediri@gmail.com,http://smpn9kotakediri.sch.id,A,986,533,453,31
20511848,UPTD SMPN 1 Gampengrejo,SMP,NEGERI,Kab. Kediri,Kec. Gampengrejo,Jl. Panglima Sudirman No 18,Gampeng,64182,0354688839,smpn1gampengrejo@yahoo.co.id,http://smpn1gampengrejokabkediri.sch.id/,A,983,539,444,30
20542510,SMK ISLAM 2 DURENAN,SMK,SWASTA,Kab. Trenggalek,Kec. Durenan,JL. RAYA KENDALREJO DURENAN TRENGGALEK,Talun,66381,0355878189,smkislam2drn1995@gmail.com,http://www.smkislam2durenan.sch.id,A,982,939,43,30
20506374,SMP NEGERI 2 PACIRAN,SMP,NEGERI,Kab. Lamongan,Kec. Paciran,Paciran Lamongan,BANJARANYAR PACIRAN LAMONGAN,62264,0322663216,smpnduapaciran@yahoo.co.id,http://www.smpn2-paciran.sch.id,A,981,529,452,31
20536827,SMKN 3 BATU,SMK,NEGERI,Kota Batu,Kec. Batu,TERUSAN METRO - DUSUN SANTREAN,Santrean,65318,0341592025,smkn3batu@yahoo.co.id,http://smkn3batu.sch.id,B,981,703,278,34
20532217,SMAN 17 SURABAYA,SMA,NEGERI,Kota Surabaya,Kec. Rungkut,JL. RUNGKUT ASRI TENGAH YKP,-,60293,0318700717,smantass@ymail.com,http://smantass.sch.id,A,981,435,546,28
20509323,SMAN 3 MAGETAN,SMA,NEGERI,Kab. Magetan,Kec. Sidorejo,JL. RAYA SARANGAN 45 MAGETAN,PUHMALANG,63351,0351895528,smantigamagetan@yahoo.co.id,http://smantigamagetan.sch.id,A,980,410,570,27
20554788,SMKN 1 KARANGANYAR,SMK,NEGERI,Kab. Ngawi,Kec. Karanganyar,JL. RAYA GENDINGAN-KARANGANYAR,bendo,63257,0351776854,smkra1ngawi@gmail.com,http://www.smkn1karanganyar.sch.id,A,980,609,371,30
20527238,SMAN 4 PAMEKASAN,SMA,NEGERI,Kab. Pamekasan,Kec. Pamekasan,JL. PINTU GERBANG NO. 39A,-,69316,0324322595,admin@sma4pamekasan.sch.id,http://sma4pamekasan.sch.id,A,980,594,386,29
20527180,SMP NEGERI 1 PAMEKASAN,SMP,NEGERI,Kab. Pamekasan,Kec. Pamekasan,Jl. R.A. Abd. Azis No. 125,Jungcangcang,69317,0324322588,smpn01pamekasan@gmail.com,http://www.smpn1-pamekasan.sch.id,A,980,495,485,30
20517763,SMKS MUHAMMADIYAH 6 DONOMULYO,SMK,SWASTA,Kab. Malang,Kec. Donomulyo,JL. TRISULA 3 DONOMULYO,DONOMULYO,65167,0341881047,smkmuhendo6@gmail.com,http://https://www.smkm6donomulyo.sch.id,A,979,696,283,33
20534125,SMAN 1 MADIUN,SMA,NEGERI,Kota Madiun,Kec. Taman,JL. MASTRIP 19 MADIUN,-,63139,454393,smasa_madiun@yahoo.com,http://sman1madiun.sch.id,A,979,381,598,28
20539751,SMKN 9 MALANG,SMK,NEGERI,Kota Malang,Kec. Kedungkandang,JL. SAMPURNA NO. 1 CEMOROKANDANG MALANG,-,65138,0341727998,surat@smkn9malang.sch.id,http://smkn9malang.sch.id,A,979,634,345,30
20511851,UPTD SMPN 1 Semen,SMP,NEGERI,Kab. Kediri,Kec. Semen,Jl. Argowilis 78,Bajang,64161,0354773369,uptd.smpn1semen.kediri@gmail.com,http://www.smpn1semen.sch.id,A,978,482,496,27
20536288,SMAN 1 PROBOLINGGO,SMA,NEGERI,Kota Probolinggo,Kec. Kanigaran,JL. SOEKARNO HATTA 137,-,67212,0335421566,sman1.prob@yahoo.co.id,http://sman1probolinggo.sch.id,A,977,381,596,28
20506248,SMK NEGERI 1 KALITENGAH LAMONGAN,SMK,NEGERI,Kab. Lamongan,Kec. Kalitengah,JL. MAHKOTA NO. 280,DIBEE,62255,0323382240,smkn.kalitengah@yahoo.com,http://www.smkn1kalitengah.sch.id,A,976,618,358,33
20532560,SMP NEGERI 30 SURABAYA,SMP,NEGERI,Kota Surabaya,Kec. Sukolilo,Jl. Medokan Semampir Indah No. 119 Surabaya,Sukolilo,60119,0315941550,smpn30surabaya@gmail.com,http://smpn30surabaya.com,A,974,513,461,30
20532545,SMP NEGERI 28 SURABAYA,SMP,NEGERI,Kota Surabaya,Kec. Lakarsantri,Jln. Menganti Lidah Wetan Surabaya,Lidah Wetan,60213,753046,smpnegeri28sby@yahoo.co.id,http://www.smpn28sby.sch.id,A,974,507,467,30
20541262,SMKN NGASEM,SMK,NEGERI,Kab. Bojonegoro,Kec. Ngasem,JL. RAYA KALITIDU NGASEM 183,Desa Bareng Kec. Ngasem Kab. Bojonegoro,62154,03537706187,smknegeringasem@rocketmail.com,http://smknegeringasem.sch.id,A,973,622,351,28
20517729,SMAN 1 GONDANGLEGI,SMA,NEGERI,Kab. Malang,Kec. Gondanglegi,JL.KETAWANG 2 GONDANGLEGI,Ketawang,65174,879002,smanggimlg@yahoo.co.id,http://www.sman1gondanglegi.sch.id,A,972,359,613,29
20541242,SMA NEGERI 1 SUMBERREJO BOJONEGORO,SMA,NEGERI,Kab. Bojonegoro,Kec. Sumberrejo,JL. RAYA SUMBEREJO NO. 131,Talun,62191,331116,smanis52@yahoo.co.id,http://www.sman1sumberrejo.sch.id,A,971,328,643,27
20521450,SMKN 1 TEKUNG,SMK,NEGERI,Kab. Lumajang,Kec. Tekung,JL. RAYA TUKUM NO.45,Tukum Krajan,67381,082245450088,smkn1tekung@yahoo.co.id,http://www.smkn1tekung.sch.id,A,970,864,106,35
20511936,UPTD SMPN 2 Mojo,SMP,NEGERI,Kab. Kediri,Kec. Mojo,Jl Raya Desa Kranding,Tamansari,64162,082333302365,smpnmojodua@gmail.com,https://sites.google.com/view/smpn2mojo,A,969,537,432,25
20515428,SMAN 1 PAKEL,SMA,NEGERI,Kab. Tulungagung,Kec. Pakel,DESA DUWET,Duwet,66273,531725,sman1pakel@yahoo.co.id,http://sman1pakel.sch.id,A,969,415,554,28
20521722,SMKN 3 BONDOWOSO,SMK,NEGERI,Kab. Bondowoso,Kec. Bondowoso,JL. SANTAWI NO. 96A,-,68216,0332432641,smkn3bws@gmail.com,http://www.smkn3bondowoso.sch.id,A,968,949,19,36
20500492,UPT SMP NEGERI 1 GRESIK,SMP,NEGERI,Kab. Gresik,Kec. Gresik,Jl.Jaksa Agung Suprapto No. 79 Gresik,SIDOKUMPUL,61111,0313981840,smp1_gresik@yahoo.co.id,http://uptsmpn1gresik.sch.id,A,968,445,523,30
20528658,SMKN 1 SAMPANG,SMK,NEGERI,Kab. Sampang,Kec. Sampang,JL. SUHADA NO. 11 A,-,69212,0323323279,smkn1_sampang@yahoo.com,http://smkn1sampang.sch.id/,B,968,476,492,35
20517469,SMP NEGERI 1 SINGOSARI,SMP,NEGERI,Kab. Malang,Kec. Singosari,JL. RAYA NO. 1 SINGOSARI,Candirenggo,65153,458059,www.smpn1_singosari@yahoo.com,http://www.smpn1-sgs.sch.id,A,967,462,505,31
20504480,SMAN 4 BOJONEGORO,SMA,NEGERI,Kab. Bojonegoro,Kec. Bojonegoro,JL. AKBP M. SUROKO NO. 30,Kadipaten,62111,881460,sman4.bojonegoro@yahoo.com,http://sman4bojonegoro.sch.id,A,966,388,578,27
20533610,SMAS LABORATORIUM UM,SMA,SWASTA,Kota Malang,Kec. Klojen,JL. BROMO 16,-,65119,0341368639,smalabum@yahoo.com,http://labschool-um.sch.id/,A,966,459,507,29
20539250,SMKS PGRI 4 SURABAYA,SMK,SWASTA,Kota Surabaya,Kec. Mulyorejo,JL. Kalijudan IX / 26-28 SURABAYA,-,60115,0313896645,smkpgri4sby@gmail.com,http://www.smkpgri4sby.sch.id/,A,966,953,13,27
20525712,SMP NEGERI 1 BANYUWANGI,SMP,NEGERI,Kab. Banyuwangi,Kec. Banyuwangi,Jln. Jenderal A. Yani No.74 Banyuwangi,Lingkungan Tamansari,68416,0333421964,smpn1bwi@yahoo.com,http://www.smp1banyuwangi.sch.id,A,965,435,530,25
20504487,SMA NEGERI 1 PADANGAN BOJONEGORO,SMA,NEGERI,Kab. Bojonegoro,Kec. Padangan,JL. DR. SUTOMO NO.02 PADANGAN,Arjosari,62162,551483,admin@sman1padangan.sch.id,http://www.sman1padangan.sch.id,A,965,314,651,27
20521712,SMAN 1 TENGGARANG,SMA,NEGERI,Kab. Bondowoso,Kec. Tenggarang,Jl. Raya Situbondo - Tenggarang No. 96,Kampung Haji,68281,421580,smasgajuara2020@gmail.com,http://sman1tenggarang.sch.id/,A,964,449,515,28
20507782,SMP NEGERI 1 MEJAYAN,SMP,NEGERI,Kab. Madiun,Kec. Mejayan,Jl. Panglima Sudirman Caruban,MEJAYAN,63153,0351383092,smp01_mejayan@yahoo.com,http://www.smp1mejayan.sch.id//,A,964,444,520,30
20509347,SMKN TAKERAN,SMK,NEGERI,Kab. Magetan,Kec. Takeran,DESA KUWONHARJO,Kuwonharjo,63383,0351439094,smkn1takeran@gmail.com,http://www.smkn1-takeran.sch.id,A,964,474,490,30
20501762,SMP YPM 1 TAMAN,SMP,SWASTA,Kab. Sidoarjo,Kec. Taman,"Megare 30, Ngelom  Taman - Sidoarjo",Ngelom,61257,0317881783,smpypm1taman@yahoo.com,http://www.smpypm1sepanjang.sch.id,A,963,476,487,28
20542503,SMA NEGERI 2 TRENGGALEK,SMA,NEGERI,Kab. Trenggalek,Kec. Trenggalek,JL. SOEKARNO - HATTA GG. SIWALAN,Sambirejo,66314,0355791628,sman2tglk@yahoo.co.id,http://www.sman2trenggalek.sch.id,A,963,352,611,27
20506343,SMA NEGERI 1 NGIMBANG,SMA,NEGERI,Kab. Lamongan,Kec. Ngimbang,"Jl. Raya Kecamatan Ngimbang, Desa Sendangrejo ",Balong,62273,03227710870,smangilmg@yahoo.co.id,http://www.sman1ngimbang.sch.id,A,962,378,584,28
20501779,SMP NEGERI 1 JABON,SMP,NEGERI,Kab. Sidoarjo,Kec. Jabon,"Jl. Dukuh Sari,no: 01 Jabon",Dukuhsari,61276,0343851295,smpn1jabonsidoarjo@gmail.com,http://www.smpn1jabon-sda.sch.id,A,962,487,475,30
20511898,UPTD SMPN 1 Kandat,SMP,NEGERI,Kab. Kediri,Kec. Kandat,Jl. Raya Desa Kandat,GALUHAN,64173,0354411440,smpn1kandat@yahoo.co.id,http://www.smpn1kandat.sch.id,A,961,493,468,27
20501774,SMP NEGERI 1 PRAMBON,SMP,NEGERI,Kab. Sidoarjo,Kec. Prambon,Wirobiting,KLAMPISAN,61264,8975960,smpn1prambon@yahoo.com,http://,A,961,513,448,30
20505008,SMA NEGERI 2 TUBAN,SMA,NEGERI,Kab. Tuban,Kec. Tuban,JL. DR. WAHIDIN SUDIROHUSODO NO. 869 SIDOREJO TUBAN,-,62315,0356321094,sman2tuban@gmail.com,http://www.sman2tuban.sch.id,A,961,340,621,27
20511950,SMA NEGERI 1 PUNCU KABUPATEN KEDIRI ,SMA,NEGERI,Kab. Kediri,Kec. Puncu,DS. ASMOROBANGUN KEC.PUNCU,Sidorejo,64292,0354397616,smanpuncu@yahoo.co.id,http://www.sman1puncu.sch.id,A,960,356,604,28
20501712,SMK PGRI 1 SIDOARJO,SMK,SWASTA,Kab. Sidoarjo,Kec. Sidoarjo,JL. DR. WAHIDIN 130B SIDOARJO,-,61215,0318965709,smkpgri1sidoarjo@gmail.com,http://smkpgri1sidoarjo.siap-sekolah.com/,A,960,951,9,32
20525727,SMP NEGERI 1 GIRI,SMP,NEGERI,Kab. Banyuwangi,Kec. Giri,Jl. Wijaya Kusuma Nomor 103,,68425,0333421172,smp.giri@yahoo.com,http://www.smpn1giri.sch.id,A,959,472,487,25
20509321,SMAN 1 BARAT,SMA,NEGERI,Kab. Magetan,Kec. Barat,JL. PASAR LEGI BARAT,Blaran,63393,0351869380,sma1barat@yahoo.co.id,http://www.sman1barat.sch.id,A,959,318,641,27
20542497,SMAN 1 KARANGAN,SMA,NEGERI,Kab. Trenggalek,Kec. Karangan,Jl. Raya Trenggalek - Ponorogo Km. 3,Kedungsangkal,66361,0355791540,info@sman1karangan.sch.id,http://www.sman1karangan.sch.id,A,959,315,644,27
20533778,SMP NEGERI 2 MALANG,SMP,NEGERI,Kota Malang,Kec. Klojen,Jl. Prof. Moch. Yamin 60 Malang,-,65118,0341325508,smpnmalang2@gmail.com,http://smpn2mlg.sch.id,A,959,460,499,30
20551746,UPT SMP NEGERI 1 SRENGAT,SMP,NEGERI,Kab. Blitar,Kec. Srengat,Jl Terate No. 1 Rt 04 Rw 01 Srengat,SRENGAT,66152,0342551023,smpn1_srengat@yahoo.com,http://,A,957,447,510,30
20517490,SMP NEGERI 1 TUREN,SMP,NEGERI,Kab. Malang,Kec. Turen,JL. PANGLIMA SUDIRMAN NO. 1A,,65175,0341824031,Email@smpn1turen.sch.id,http://www.Smpn1turen.sch.id,A,957,444,513,30
20541407,SMAS AL - YASINI KRATON,SMA,SWASTA,Kab. Pasuruan,Kec. Kraton,JL. PONDOK PESANTREN TERPADU AL-YASINI,-,67151,081333911193,smaexcellentalyasini@gmail.com,http://www.smaya.sch.id,A,957,726,231,28
20542496,SMAN 1 DURENAN,SMA,NEGERI,Kab. Trenggalek,Kec. Durenan,JL. RAYA KENDAL REJO NO. 82,KENDALREJO,66381,0355879615,smaonedurenan@gmail.com,http://sman1durenan.sch.id,A,957,281,676,27
20532625,SMP NEGERI 10 SURABAYA,SMP,NEGERI,Kota Surabaya,Kec. Tegal Sari,Jl. Kupang Panjaan V No.2 Surabaya,Dr. Soetomo,60262,0315632861,smpnxsurabaya@gmail.com,http://smpn10surabaya.sch.id,A,957,468,489,30
20551715,UPT SMP NEGERI 1 KANIGORO,SMP,NEGERI,Kab. Blitar,Kec. Kanigoro,Jl. Kusuma Bangsa No. 43 Kanigoro,KANIGORO,66171,0342441129,smpnegeri1kanigoro@gmail.com,http://www.smpn1kanigoro.sch.id,A,956,464,492,30
20514415,UPT SMP NEGERI 1 SUTOJAYAN,SMP,NEGERI,Kab. Blitar,Kec. Sutojayan,Jl. Raya Barat No. 52 Lodoyo,Kalipang,66172,441024,smpn1jaya@gmail.com,http://www.smpn1sutojayan.sch.id,A,956,461,495,30
20541378,SMP NEGERI 5 BOJONEGORO,SMP,NEGERI,Kab. Bojonegoro,Kec. Bojonegoro,Jl. Imam Bonjol No. 03 Bojonegoro,KADIPATEN,62111,883274,smpn5bjn@yahoo.co.id,http://smpn5bojonegoro.sch.id,A,956,547,409,30
20504430,SMP NEGERI 1 BOJONEGORO,SMP,NEGERI,Kab. Bojonegoro,Kec. Bojonegoro,Jl. M.h. Thamrin No.98 Bojonegoro,Kauman,62113,0353881173,smpnsatubojonegoro@gmail.com,http://www.smpn1bojonegoro.sch.id,A,956,412,544,30
20504412,SMP NEGERI 1 PADANGAN,SMP,NEGERI,Kab. Bojonegoro,Kec. Padangan,Jl. Diponegoro 117,KALANGAN,62162,0353551418,smpn1padangan@yahoo.com,http://,A,955,482,473,30
20539965,SMP DARUL MUTAALLIMIN,SMP,SWASTA,Kab. Sidoarjo,Kec. Taman,Jl. Kh Raden Mas Ali No 1 Tawangsari,Tawangsari,61257,0317886644,daminsmp@gmail.com,http://www.smpdamin.com,A,955,514,441,27
20514411,UPT SMP NEGERI 1 WLINGI,SMP,NEGERI,Kab. Blitar,Kec. Wlingi,Jl Ahmad Yani No. 22,Beru,66184,0342691015,smpn1wlingi@yahoo.co.id,http://www.smpn1wlingi.sch.id,A,954,476,478,30
20503381,SMK SULTAN AGUNG 1 TEBUIRENG,SMK,SWASTA,Kab. Jombang,Kec. Diwek,JL. IRIAN JAYA NO. 55-B TEBUIRENG,Cukir,61471,0321866940,smk_sa1@yahoo.com,http://www.smksa1tbi@sch.id/utama,A,954,954,0,29
20507758,SMP N 1 DOLOPO,SMP,NEGERI,Kab. Madiun,Kec. Dolopo,Jl. Adil Makmur 95,,63174,367048,smpn1dolopo@gmail.com,http://www.smpn1dolopo.wordpress.com,A,954,465,489,30
20533640,SMA NEGERI 8 KOTA MALANG,SMA,NEGERI,Kota Malang,Kec. Lowokwaru,JL. VETERAN 37,-,65145,0341551096,sman8malang@gmail.com,http://www.sman8-mlg.sch.id,A,954,404,550,27
20511940,UPTD SMPN 1 Plosoklaten,SMP,NEGERI,Kab. Kediri,Kec. Plosoklaten,Desa Kawedusan Kecamatan Plosoklaten Kabupaten Kediri,Kawedusan,64175,0354547546,smpnegeri1plosoklaten@gmail.com,www.smpn1plosoklaten.sch.id,A,953,465,488,27
